Word,MD,PartIndex,Part,Type,Meaning
exact,Words/e/exact.md,1,ex,prefix,出/前
exact,Words/e/exact.md,2,act,root,做
exacting,Words/e/exacting.md,1,ex,prefix,出/前
exacting,Words/e/exacting.md,2,act,root,做
exacting,Words/e/exacting.md,3,ing,suffix,进行/名词
exactly,Words/e/exactly.md,1,ex,prefix,出/前
exactly,Words/e/exactly.md,2,act,root,做
exactly,Words/e/exactly.md,3,ly,suffix,副词后缀
exaggerate,Words/e/exaggerate.md,1,ex,prefix,出/前
exaggerate,Words/e/exaggerate.md,2,aggerate,stem,
exaggerated,Words/e/exaggerated.md,1,ex,prefix,出/前
exaggerated,Words/e/exaggerated.md,2,aggerat,stem,
exaggerated,Words/e/exaggerated.md,3,ed,suffix,过去/形容词
exaggeration,Words/e/exaggeration.md,1,ex,prefix,出/前
exaggeration,Words/e/exaggeration.md,2,agger,stem,
exaggeration,Words/e/exaggeration.md,3,ation,suffix,名词后缀
exalt,Words/e/exalt.md,1,ex,prefix,出/前
exalt,Words/e/exalt.md,2,alt,stem,
exalted,Words/e/exalted.md,1,ex,prefix,出/前
exalted,Words/e/exalted.md,2,alt,stem,
exalted,Words/e/exalted.md,3,ed,suffix,过去/形容词
exam,Words/e/exam.md,1,exam,word,
examination,Words/e/examination.md,1,ex,prefix,出/前
examination,Words/e/examination.md,2,amin,stem,
examination,Words/e/examination.md,3,ation,suffix,名词后缀
examine,Words/e/examine.md,1,ex,prefix,出/前
examine,Words/e/examine.md,2,amine,stem,
examiner,Words/e/examiner.md,1,ex,prefix,出/前
examiner,Words/e/examiner.md,2,amin,stem,
examiner,Words/e/examiner.md,3,er,suffix,人/比较级
example,Words/e/example.md,1,ex,prefix,出/前
example,Words/e/example.md,2,ample,stem,
exasperate,Words/e/exasperate.md,1,ex,prefix,出/前
exasperate,Words/e/exasperate.md,2,asperate,stem,
exasperated,Words/e/exasperated.md,1,ex,prefix,出/前
exasperated,Words/e/exasperated.md,2,asperat,stem,
exasperated,Words/e/exasperated.md,3,ed,suffix,过去/形容词
exasperation,Words/e/exasperation.md,1,ex,prefix,出/前
exasperation,Words/e/exasperation.md,2,asper,stem,
exasperation,Words/e/exasperation.md,3,ation,suffix,名词后缀
excavate,Words/e/excavate.md,1,ex,prefix,出/前
excavate,Words/e/excavate.md,2,cavate,stem,
excavation,Words/e/excavation.md,1,ex,prefix,出/前
excavation,Words/e/excavation.md,2,cav,stem,
excavation,Words/e/excavation.md,3,ation,suffix,名词后缀
exceed,Words/e/exceed.md,1,ex,prefix,出/前
exceed,Words/e/exceed.md,2,ceed,root,走
exceedingly,Words/e/exceedingly.md,1,ex,prefix,出/前
exceedingly,Words/e/exceedingly.md,2,ceed,root,走
exceedingly,Words/e/exceedingly.md,3,ly,suffix,副词后缀
excel,Words/e/excel.md,1,ex,prefix,出/前
excel,Words/e/excel.md,2,cel,stem,
excellence,Words/e/excellence.md,1,ex,prefix,出/前
excellence,Words/e/excellence.md,2,cell,stem,
excellence,Words/e/excellence.md,3,ence,suffix,名词后缀
excellent,Words/e/excellent.md,1,ex,prefix,出/前
excellent,Words/e/excellent.md,2,cell,stem,
excellent,Words/e/excellent.md,3,ent,suffix,人/物
except,Words/e/except.md,1,ex,prefix,出/前
except,Words/e/except.md,2,cept,stem,
exception,Words/e/exception.md,1,ex,prefix,出/前
exception,Words/e/exception.md,2,cep,stem,
exception,Words/e/exception.md,3,tion,suffix,名词后缀
exceptional,Words/e/exceptional.md,1,ex,prefix,出/前
exceptional,Words/e/exceptional.md,2,ception,stem,
exceptional,Words/e/exceptional.md,3,al,suffix,形容词/名词后缀
exceptionally,Words/e/exceptionally.md,1,ex,prefix,出/前
exceptionally,Words/e/exceptionally.md,2,ceptional,stem,
exceptionally,Words/e/exceptionally.md,3,ly,suffix,副词后缀
excerpt,Words/e/excerpt.md,1,ex,prefix,出/前
excerpt,Words/e/excerpt.md,2,cerpt,stem,
excess,Words/e/excess.md,1,ex,prefix,出/前
excess,Words/e/excess.md,2,cess,root,走
excessive,Words/e/excessive.md,1,ex,prefix,出/前
excessive,Words/e/excessive.md,2,cess,root,走
excessive,Words/e/excessive.md,3,ive,suffix,形容词后缀
excessively,Words/e/excessively.md,1,ex,prefix,出/前
excessively,Words/e/excessively.md,2,cess,root,走
excessively,Words/e/excessively.md,3,ly,suffix,副词后缀
exchange,Words/e/exchange.md,1,ex,prefix,出/前
exchange,Words/e/exchange.md,2,change,stem,
excise,Words/e/excise.md,1,ex,prefix,出/前
excise,Words/e/excise.md,2,cis,root,切
excision,Words/e/excision.md,1,ex,prefix,出/前
excision,Words/e/excision.md,2,cis,root,切
excision,Words/e/excision.md,3,ion,suffix,名词后缀
excite,Words/e/excite.md,1,ex,prefix,出/前
excite,Words/e/excite.md,2,cite,stem,
excited,Words/e/excited.md,1,ex,prefix,出/前
excited,Words/e/excited.md,2,cit,stem,
excited,Words/e/excited.md,3,ed,suffix,过去/形容词
excitedly,Words/e/excitedly.md,1,ex,prefix,出/前
excitedly,Words/e/excitedly.md,2,cited,stem,
excitedly,Words/e/excitedly.md,3,ly,suffix,副词后缀
excitement,Words/e/excitement.md,1,ex,prefix,出/前
excitement,Words/e/excitement.md,2,cite,stem,
excitement,Words/e/excitement.md,3,ment,suffix,名词后缀
exciting,Words/e/exciting.md,1,ex,prefix,出/前
exciting,Words/e/exciting.md,2,cit,stem,
exciting,Words/e/exciting.md,3,ing,suffix,进行/名词
exclaim,Words/e/exclaim.md,1,ex,prefix,出/前
exclaim,Words/e/exclaim.md,2,claim,stem,
exclamation,Words/e/exclamation.md,1,ex,prefix,出/前
exclamation,Words/e/exclamation.md,2,clam,stem,
exclamation,Words/e/exclamation.md,3,ation,suffix,名词后缀
exclude,Words/e/exclude.md,1,ex,prefix,出/前
exclude,Words/e/exclude.md,2,clude,stem,
excluding,Words/e/excluding.md,1,ex,prefix,出/前
excluding,Words/e/excluding.md,2,clud,stem,
excluding,Words/e/excluding.md,3,ing,suffix,进行/名词
exclusion,Words/e/exclusion.md,1,ex,prefix,出/前
exclusion,Words/e/exclusion.md,2,clu,stem,
exclusion,Words/e/exclusion.md,3,sion,suffix,名词后缀
exclusionary,Words/e/exclusionary.md,1,ex,prefix,出/前
exclusionary,Words/e/exclusionary.md,2,clusion,stem,
exclusionary,Words/e/exclusionary.md,3,ary,suffix,有关
exclusive,Words/e/exclusive.md,1,ex,prefix,出/前
exclusive,Words/e/exclusive.md,2,clus,stem,
exclusive,Words/e/exclusive.md,3,ive,suffix,形容词后缀
exclusively,Words/e/exclusively.md,1,ex,prefix,出/前
exclusively,Words/e/exclusively.md,2,clusive,stem,
exclusively,Words/e/exclusively.md,3,ly,suffix,副词后缀
exclusivity,Words/e/exclusivity.md,1,ex,prefix,出/前
exclusivity,Words/e/exclusivity.md,2,clusiv,stem,
exclusivity,Words/e/exclusivity.md,3,ity,suffix,性质
excruciating,Words/e/excruciating.md,1,ex,prefix,出/前
excruciating,Words/e/excruciating.md,2,cruciat,stem,
excruciating,Words/e/excruciating.md,3,ing,suffix,进行/名词
excursion,Words/e/excursion.md,1,ex,prefix,出/前
excursion,Words/e/excursion.md,2,cur,stem,
excursion,Words/e/excursion.md,3,sion,suffix,名词后缀
excuse,Words/e/excuse.md,1,ex,prefix,出/前
excuse,Words/e/excuse.md,2,cuse,stem,
exec,Words/e/exec.md,1,exec,word,
execute,Words/e/execute.md,1,ex,prefix,出/前
execute,Words/e/execute.md,2,ecute,stem,
execution,Words/e/execution.md,1,ex,prefix,出/前
execution,Words/e/execution.md,2,ecu,stem,
execution,Words/e/execution.md,3,tion,suffix,名词后缀
executioner,Words/e/executioner.md,1,ex,prefix,出/前
executioner,Words/e/executioner.md,2,ecution,stem,
executioner,Words/e/executioner.md,3,er,suffix,人/比较级
executive,Words/e/executive.md,1,ex,prefix,出/前
executive,Words/e/executive.md,2,ecut,stem,
executive,Words/e/executive.md,3,ive,suffix,形容词后缀
exemplary,Words/e/exemplary.md,1,ex,prefix,出/前
exemplary,Words/e/exemplary.md,2,empl,stem,
exemplary,Words/e/exemplary.md,3,ary,suffix,有关
exemplify,Words/e/exemplify.md,1,ex,prefix,出/前
exemplify,Words/e/exemplify.md,2,emplif,stem,
exemplify,Words/e/exemplify.md,3,y,suffix,形容词/名词后缀
exempt,Words/e/exempt.md,1,ex,prefix,出/前
exempt,Words/e/exempt.md,2,empt,stem,
exemption,Words/e/exemption.md,1,ex,prefix,出/前
exemption,Words/e/exemption.md,2,emp,stem,
exemption,Words/e/exemption.md,3,tion,suffix,名词后缀
exercise,Words/e/exercise.md,1,ex,prefix,出/前
exercise,Words/e/exercise.md,2,cis,root,切
exert,Words/e/exert.md,1,ex,prefix,出/前
exert,Words/e/exert.md,2,ert,stem,
exertion,Words/e/exertion.md,1,ex,prefix,出/前
exertion,Words/e/exertion.md,2,ert,stem,
exertion,Words/e/exertion.md,3,ion,suffix,名词后缀
exhale,Words/e/exhale.md,1,ex,prefix,出/前
exhale,Words/e/exhale.md,2,hale,stem,
exhaust,Words/e/exhaust.md,1,ex,prefix,出/前
exhaust,Words/e/exhaust.md,2,haust,stem,
exhausted,Words/e/exhausted.md,1,ex,prefix,出/前
exhausted,Words/e/exhausted.md,2,haust,stem,
exhausted,Words/e/exhausted.md,3,ed,suffix,过去/形容词
exhausting,Words/e/exhausting.md,1,ex,prefix,出/前
exhausting,Words/e/exhausting.md,2,haust,stem,
exhausting,Words/e/exhausting.md,3,ing,suffix,进行/名词
exhaustion,Words/e/exhaustion.md,1,ex,prefix,出/前
exhaustion,Words/e/exhaustion.md,2,haus,stem,
exhaustion,Words/e/exhaustion.md,3,tion,suffix,名词后缀
exhaustive,Words/e/exhaustive.md,1,ex,prefix,出/前
exhaustive,Words/e/exhaustive.md,2,haust,stem,
exhaustive,Words/e/exhaustive.md,3,ive,suffix,形容词后缀
exhibit,Words/e/exhibit.md,1,ex,prefix,出/前
exhibit,Words/e/exhibit.md,2,hibit,stem,
exhibition,Words/e/exhibition.md,1,ex,prefix,出/前
exhibition,Words/e/exhibition.md,2,hibi,stem,
exhibition,Words/e/exhibition.md,3,tion,suffix,名词后缀
exhibitor,Words/e/exhibitor.md,1,ex,prefix,出/前
exhibitor,Words/e/exhibitor.md,2,hibit,stem,
exhibitor,Words/e/exhibitor.md,3,or,suffix,人/物
exhilarating,Words/e/exhilarating.md,1,ex,prefix,出/前
exhilarating,Words/e/exhilarating.md,2,hilarat,stem,
exhilarating,Words/e/exhilarating.md,3,ing,suffix,进行/名词
exhilaration,Words/e/exhilaration.md,1,ex,prefix,出/前
exhilaration,Words/e/exhilaration.md,2,hilar,stem,
exhilaration,Words/e/exhilaration.md,3,ation,suffix,名词后缀
exhort,Words/e/exhort.md,1,ex,prefix,出/前
exhort,Words/e/exhort.md,2,hort,stem,
exhortation,Words/e/exhortation.md,1,ex,prefix,出/前
exhortation,Words/e/exhortation.md,2,hort,stem,
exhortation,Words/e/exhortation.md,3,ation,suffix,名词后缀
exile,Words/e/exile.md,1,ex,prefix,出/前
exile,Words/e/exile.md,2,ile,stem,
exiled,Words/e/exiled.md,1,ex,prefix,出/前
exiled,Words/e/exiled.md,2,iled,stem,
exist,Words/e/exist.md,1,ex,prefix,出/前
exist,Words/e/exist.md,2,ist,stem,
existence,Words/e/existence.md,1,ex,prefix,出/前
existence,Words/e/existence.md,2,ist,stem,
existence,Words/e/existence.md,3,ence,suffix,名词后缀
existential,Words/e/existential.md,1,ex,prefix,出/前
existential,Words/e/existential.md,2,istenti,stem,
existential,Words/e/existential.md,3,al,suffix,形容词/名词后缀
existing,Words/e/existing.md,1,ex,prefix,出/前
existing,Words/e/existing.md,2,ist,stem,
existing,Words/e/existing.md,3,ing,suffix,进行/名词
exit,Words/e/exit.md,1,exit,word,
exodus,Words/e/exodus.md,1,ex,prefix,出/前
exodus,Words/e/exodus.md,2,odus,stem,
exonerate,Words/e/exonerate.md,1,ex,prefix,出/前
exonerate,Words/e/exonerate.md,2,onerate,stem,
exorbitant,Words/e/exorbitant.md,1,ex,prefix,出/前
exorbitant,Words/e/exorbitant.md,2,orbit,stem,
exorbitant,Words/e/exorbitant.md,3,ant,suffix,人/物
exotic,Words/e/exotic.md,1,ex,prefix,出/前
exotic,Words/e/exotic.md,2,otic,stem,
expand,Words/e/expand.md,1,ex,prefix,出/前
expand,Words/e/expand.md,2,pand,stem,
expanded,Words/e/expanded.md,1,ex,prefix,出/前
expanded,Words/e/expanded.md,2,pand,stem,
expanded,Words/e/expanded.md,3,ed,suffix,过去/形容词
expanding,Words/e/expanding.md,1,ex,prefix,出/前
expanding,Words/e/expanding.md,2,pand,stem,
expanding,Words/e/expanding.md,3,ing,suffix,进行/名词
expanse,Words/e/expanse.md,1,ex,prefix,出/前
expanse,Words/e/expanse.md,2,panse,stem,
expansion,Words/e/expansion.md,1,ex,prefix,出/前
expansion,Words/e/expansion.md,2,pan,stem,
expansion,Words/e/expansion.md,3,sion,suffix,名词后缀
expansive,Words/e/expansive.md,1,ex,prefix,出/前
expansive,Words/e/expansive.md,2,pans,stem,
expansive,Words/e/expansive.md,3,ive,suffix,形容词后缀
expatriate,Words/e/expatriate.md,1,ex,prefix,出/前
expatriate,Words/e/expatriate.md,2,patriate,stem,
expect,Words/e/expect.md,1,ex,prefix,出/前
expect,Words/e/expect.md,2,pect,stem,
expectancy,Words/e/expectancy.md,1,ex,prefix,出/前
expectancy,Words/e/expectancy.md,2,pectanc,stem,
expectancy,Words/e/expectancy.md,3,y,suffix,形容词/名词后缀
expectant,Words/e/expectant.md,1,ex,prefix,出/前
expectant,Words/e/expectant.md,2,pect,stem,
expectant,Words/e/expectant.md,3,ant,suffix,人/物
expectantly,Words/e/expectantly.md,1,ex,prefix,出/前
expectantly,Words/e/expectantly.md,2,pectant,stem,
expectantly,Words/e/expectantly.md,3,ly,suffix,副词后缀
expectation,Words/e/expectation.md,1,ex,prefix,出/前
expectation,Words/e/expectation.md,2,pect,stem,
expectation,Words/e/expectation.md,3,ation,suffix,名词后缀
expected,Words/e/expected.md,1,ex,prefix,出/前
expected,Words/e/expected.md,2,pect,stem,
expected,Words/e/expected.md,3,ed,suffix,过去/形容词
expedite,Words/e/expedite.md,1,ex,prefix,出/前
expedite,Words/e/expedite.md,2,pedite,stem,
expedition,Words/e/expedition.md,1,ex,prefix,出/前
expedition,Words/e/expedition.md,2,pedi,stem,
expedition,Words/e/expedition.md,3,tion,suffix,名词后缀
expel,Words/e/expel.md,1,ex,prefix,出/前
expel,Words/e/expel.md,2,pel,stem,
expend,Words/e/expend.md,1,ex,prefix,出/前
expend,Words/e/expend.md,2,pend,stem,
expendable,Words/e/expendable.md,1,ex,prefix,出/前
expendable,Words/e/expendable.md,2,pend,stem,
expendable,Words/e/expendable.md,3,able,suffix,可
expenditure,Words/e/expenditure.md,1,ex,prefix,出/前
expenditure,Words/e/expenditure.md,2,pendit,stem,
expenditure,Words/e/expenditure.md,3,ure,suffix,名词后缀
expense,Words/e/expense.md,1,ex,prefix,出/前
expense,Words/e/expense.md,2,pense,stem,
expensive,Words/e/expensive.md,1,ex,prefix,出/前
expensive,Words/e/expensive.md,2,pens,stem,
expensive,Words/e/expensive.md,3,ive,suffix,形容词后缀
experience,Words/e/experience.md,1,ex,prefix,出/前
experience,Words/e/experience.md,2,peri,stem,
experience,Words/e/experience.md,3,ence,suffix,名词后缀
experienced,Words/e/experienced.md,1,ex,prefix,出/前
experienced,Words/e/experienced.md,2,perienc,stem,
experienced,Words/e/experienced.md,3,ed,suffix,过去/形容词
experiential,Words/e/experiential.md,1,ex,prefix,出/前
experiential,Words/e/experiential.md,2,perienti,stem,
experiential,Words/e/experiential.md,3,al,suffix,形容词/名词后缀
experiment,Words/e/experiment.md,1,ex,prefix,出/前
experiment,Words/e/experiment.md,2,peri,stem,
experiment,Words/e/experiment.md,3,ment,suffix,名词后缀
experimental,Words/e/experimental.md,1,ex,prefix,出/前
experimental,Words/e/experimental.md,2,periment,stem,
experimental,Words/e/experimental.md,3,al,suffix,形容词/名词后缀
experimentally,Words/e/experimentally.md,1,ex,prefix,出/前
experimentally,Words/e/experimentally.md,2,perimental,stem,
experimentally,Words/e/experimentally.md,3,ly,suffix,副词后缀
experimentation,Words/e/experimentation.md,1,ex,prefix,出/前
experimentation,Words/e/experimentation.md,2,periment,stem,
experimentation,Words/e/experimentation.md,3,ation,suffix,名词后缀
experimenter,Words/e/experimenter.md,1,ex,prefix,出/前
experimenter,Words/e/experimenter.md,2,periment,stem,
experimenter,Words/e/experimenter.md,3,er,suffix,人/比较级
expert,Words/e/expert.md,1,ex,prefix,出/前
expert,Words/e/expert.md,2,pert,stem,
expertise,Words/e/expertise.md,1,ex,prefix,出/前
expertise,Words/e/expertise.md,2,pertise,stem,
expertly,Words/e/expertly.md,1,ex,prefix,出/前
expertly,Words/e/expertly.md,2,pert,stem,
expertly,Words/e/expertly.md,3,ly,suffix,副词后缀
expiration,Words/e/expiration.md,1,ex,prefix,出/前
expiration,Words/e/expiration.md,2,pir,stem,
expiration,Words/e/expiration.md,3,ation,suffix,名词后缀
expire,Words/e/expire.md,1,ex,prefix,出/前
expire,Words/e/expire.md,2,pire,stem,
explain,Words/e/explain.md,1,ex,prefix,出/前
explain,Words/e/explain.md,2,plain,stem,
explanation,Words/e/explanation.md,1,ex,prefix,出/前
explanation,Words/e/explanation.md,2,plan,stem,
explanation,Words/e/explanation.md,3,ation,suffix,名词后缀
explanatory,Words/e/explanatory.md,1,ex,prefix,出/前
explanatory,Words/e/explanatory.md,2,planator,stem,
explanatory,Words/e/explanatory.md,3,y,suffix,形容词/名词后缀
expletive,Words/e/expletive.md,1,ex,prefix,出/前
expletive,Words/e/expletive.md,2,plet,stem,
expletive,Words/e/expletive.md,3,ive,suffix,形容词后缀
explicit,Words/e/explicit.md,1,ex,prefix,出/前
explicit,Words/e/explicit.md,2,plicit,stem,
explicitly,Words/e/explicitly.md,1,ex,prefix,出/前
explicitly,Words/e/explicitly.md,2,plicit,stem,
explicitly,Words/e/explicitly.md,3,ly,suffix,副词后缀
explode,Words/e/explode.md,1,ex,prefix,出/前
explode,Words/e/explode.md,2,plode,stem,
exploit,Words/e/exploit.md,1,ex,prefix,出/前
exploit,Words/e/exploit.md,2,ploit,stem,
exploitation,Words/e/exploitation.md,1,ex,prefix,出/前
exploitation,Words/e/exploitation.md,2,ploit,stem,
exploitation,Words/e/exploitation.md,3,ation,suffix,名词后缀
exploited,Words/e/exploited.md,1,ex,prefix,出/前
exploited,Words/e/exploited.md,2,ploit,stem,
exploited,Words/e/exploited.md,3,ed,suffix,过去/形容词
exploration,Words/e/exploration.md,1,ex,prefix,出/前
exploration,Words/e/exploration.md,2,plor,stem,
exploration,Words/e/exploration.md,3,ation,suffix,名词后缀
exploratory,Words/e/exploratory.md,1,ex,prefix,出/前
exploratory,Words/e/exploratory.md,2,plorator,stem,
exploratory,Words/e/exploratory.md,3,y,suffix,形容词/名词后缀
explore,Words/e/explore.md,1,ex,prefix,出/前
explore,Words/e/explore.md,2,plore,stem,
explorer,Words/e/explorer.md,1,ex,prefix,出/前
explorer,Words/e/explorer.md,2,plor,stem,
explorer,Words/e/explorer.md,3,er,suffix,人/比较级
explosion,Words/e/explosion.md,1,ex,prefix,出/前
explosion,Words/e/explosion.md,2,plo,stem,
explosion,Words/e/explosion.md,3,sion,suffix,名词后缀
explosive,Words/e/explosive.md,1,ex,prefix,出/前
explosive,Words/e/explosive.md,2,plos,stem,
explosive,Words/e/explosive.md,3,ive,suffix,形容词后缀
explosives,Words/e/explosives.md,1,ex,prefix,出/前
explosives,Words/e/explosives.md,2,plosives,stem,
exponential,Words/e/exponential.md,1,ex,prefix,出/前
exponential,Words/e/exponential.md,2,ponenti,stem,
exponential,Words/e/exponential.md,3,al,suffix,形容词/名词后缀
exponentially,Words/e/exponentially.md,1,ex,prefix,出/前
exponentially,Words/e/exponentially.md,2,ponential,stem,
exponentially,Words/e/exponentially.md,3,ly,suffix,副词后缀
export,Words/e/export.md,1,ex,prefix,出/前
export,Words/e/export.md,2,port,root,搬运
exporter,Words/e/exporter.md,1,ex,prefix,出/前
exporter,Words/e/exporter.md,2,port,root,搬运
exporter,Words/e/exporter.md,3,er,suffix,人/比较级
expose,Words/e/expose.md,1,ex,prefix,出/前
expose,Words/e/expose.md,2,pos,root,放
exposed,Words/e/exposed.md,1,ex,prefix,出/前
exposed,Words/e/exposed.md,2,pos,root,放
exposed,Words/e/exposed.md,3,ed,suffix,过去/形容词
exposition,Words/e/exposition.md,1,ex,prefix,出/前
exposition,Words/e/exposition.md,2,pos,root,放
exposition,Words/e/exposition.md,3,tion,suffix,名词后缀
exposure,Words/e/exposure.md,1,ex,prefix,出/前
exposure,Words/e/exposure.md,2,pos,root,放
exposure,Words/e/exposure.md,3,ure,suffix,名词后缀
expound,Words/e/expound.md,1,ex,prefix,出/前
expound,Words/e/expound.md,2,pound,stem,
express,Words/e/express.md,1,ex,prefix,出/前
express,Words/e/express.md,2,press,root,压
expressed,Words/e/expressed.md,1,ex,prefix,出/前
expressed,Words/e/expressed.md,2,press,root,压
expressed,Words/e/expressed.md,3,ed,suffix,过去/形容词
