id,word,example_no,sentence,translation,word_meaning
004647,engaged,1,She is engaged in writing a novel.,她正忙于写一部小说。,忙于
004647,engaged,2,They got engaged last month.,他们上个月订婚了。,订婚
004647,engaged,3,The line is engaged. Try again later.,电话占线。稍后再试。,被占用的；忙碌的
004648,engagement,1,Their engagement was announced last month.,他们的订婚在上个月公布了。,订婚
004648,engagement,2,She has a busy schedule but still finds time for social engagements.,她日程繁忙，但仍能抽出时间参加社交活动。,活动；约会
004648,engagement,3,The soldier\'s engagement with the enemy was fierce.,这名士兵与敌人的交战很激烈。,交战；战斗
004649,engaging,1,She has an engaging smile that lights up the room.,她有一个迷人的微笑，能照亮整个房间。,迷人的
004649,engaging,2,The engaging story kept the children entertained for hours.,这个引人入胜的故事让孩子们开心了好几个小时。,引人入胜的
004649,engaging,3,He is an engaging speaker and always captures the audience\'s attention.,他是一位有魅力的演讲者，总是能吸引听众的注意力。,有魅力的
004650,engender,1,The new policy is likely to engender a lot of controversy.,这项新政策很可能会引发很多争议。,引发；产生
004650,engender,2,His words engendered a sense of hope among the listeners.,他的话在听众中产生了一种希望感。,引起；造成
004650,engender,3,The economic crisis engendered widespread unemployment.,经济危机导致了普遍的失业。,导致；致使
004651,engine,1,The engine of the car broke down on the highway.,汽车的发动机在高速公路上坏了。,发动机
004651,engine,2,The steam engine was a major invention in the Industrial Revolution.,蒸汽机是工业革命中的一项重大发明。,发动机；引擎
004651,engine,3,The train\'s engine pulled the carriages smoothly.,火车的机车平稳地牵引着车厢。,机车；火车头
004652,engineer,1,The engineer designed a new bridge.,这位工程师设计了一座新桥。,工程师
004652,engineer,2,She is training to be an engineer.,她正在接受培训，准备成为一名工程师。,工程师
004652,engineer,3,The chief engineer was responsible for the project.,总工程师负责这个项目。,工程师
004653,engineering,1,She is studying engineering at university.,她正在大学里学习工程学。,工程学
004653,engineering,2,The engineering of this bridge is very complex.,这座桥的工程设计非常复杂。,工程设计
004653,engineering,3,He has a degree in mechanical engineering.,他有机械工程学位。,机械工程
004654,engrave,1,The jeweler engraved the couple\'s initials on the inside of the ring.,珠宝商在戒指的内侧刻上了这对夫妇名字的首字母。,雕刻；铭记
004654,engrave,2,Her words were engraved in his memory.,她的话深深地印在他的记忆里。,铭记；使深深印入
004654,engrave,3,The artist engraved a beautiful pattern on the wood.,这位艺术家在木头上雕刻了一个美丽的图案。,雕刻
004655,engraving,1,The engraving on the ring was exquisite.,戒指上的雕刻很精美。,雕刻；镌刻
004655,engraving,2,He is skilled in engraving wood.,他擅长在木头上雕刻。,雕刻（的技艺）
004655,engraving,3,The museum displayed an ancient engraving of a battle scene.,博物馆展示了一幅古代的战斗场景的雕刻。,雕刻作品
004656,engross,1,The novel engrossed her completely and she forgot about everything else.,这本小说完全吸引住了她，她把其他的一切都忘了。,使全神贯注
004656,engross,2,He was engrossed in his work and didn\'t notice the time passing.,他全神贯注于工作，没有注意到时间的流逝。,使全神贯注
004656,engross,3,The lawyer was engrossed in preparing the case and spent long hours in the office.,这位律师全神贯注地准备案件，在办公室里花了很长时间。,使全神贯注
004657,engulf,1,The waves engulfed the small boat.,海浪吞没了那艘小船。,吞没；淹没
004657,engulf,2,The fire quickly engulfed the entire building.,大火迅速吞没了整栋大楼。,吞没；席卷
004657,engulf,3,Darkness engulfed the forest as night fell.,夜幕降临，黑暗吞没了森林。,吞没；笼罩
004658,enhance,1,The new software is designed to enhance the user experience.,这款新软件旨在提升用户体验。,提升；增强
004658,enhance,2,Good lighting can enhance the beauty of a room.,良好的照明可以增添房间的美感。,增添；提高
004658,enhance,3,Regular exercise can enhance your physical fitness.,经常锻炼可以增强你的身体素质。,增强
004659,enhancement,1,The new software provides an enhancement to the user experience.,新软件为用户体验提供了增强。,增强；提高
004659,enhancement,2,The enhancement of her skills through training was remarkable.,通过培训，她技能的提高非常显著。,提高；增强
004659,enhancement,3,This enhancement in security measures will prevent unauthorized access.,这种安全措施的增强将防止未经授权的访问。,增强；加强
004660,enigma,1,The Mona Lisa has always been an enigma to art historians.,《蒙娜丽莎》一直是艺术史学家们的一个谜。,谜；神秘莫测的事物
004660,enigma,2,He is an enigma; no one really knows what he\'s thinking.,他是个谜一般的人物；没人真正知道他在想什么。,神秘莫测的人
004660,enigma,3,The disappearance of the jewels remains an enigma to this day.,珠宝的失踪至今仍是个谜。,谜；神秘的事
004661,enigmatic,1,The Mona Lisa has an enigmatic smile that has puzzled viewers for centuries.,《蒙娜丽莎》有着神秘的微笑，几个世纪以来一直困扰着观众。,神秘的
004661,enigmatic,2,His behavior during the meeting was enigmatic; no one could understand his motives.,他在会议期间的行为令人费解；没人能理解他的动机。,难以理解的；神秘莫测的
004661,enigmatic,3,"The old house on the hill had an enigmatic presence, as if it held many secrets.",山上的那座老房子有一种神秘的存在，仿佛它隐藏着许多秘密。,神秘的；谜一般的
004662,enjoin,1,The judge enjoined the company from continuing its illegal practices.,法官禁止该公司继续其非法行为。,禁止；责令
004662,enjoin,2,She enjoined him to be quiet.,她责令他安静。,命令；嘱咐
004662,enjoin,3,The law enjoins us to act morally.,法律责令我们要道德行事。,责成；要求
004663,enjoy,1,I enjoy reading books in my spare time.,我在业余时间喜欢读书。,喜欢，享受
004663,enjoy,2,They enjoy the party very much.,他们非常享受这个聚会。,享受
004663,enjoy,3,She enjoys traveling around the world.,她喜欢环游世界。,喜欢
004664,enjoyable,1,The party was very enjoyable.,这个聚会非常愉快。,令人愉快的
004664,enjoyable,2,We had an enjoyable weekend at the beach.,我们在海滩度过了一个愉快的周末。,令人愉快的
004664,enjoyable,3,This book is so enjoyable that I can\'t put it down.,这本书太有趣了，我都放不下。,令人愉快的；有趣的
004665,enjoyment,1,I get a lot of enjoyment from reading books.,我从读书中获得很多乐趣。,乐趣；享受
004665,enjoyment,2,The children\'s enjoyment of the party was obvious.,孩子们在聚会上的快乐是显而易见的。,快乐；享受
004665,enjoyment,3,She found enjoyment in simple things like walking in the park.,她从像在公园散步这样的简单事情中找到了乐趣。,乐趣；享受
004666,enlarge,1,The company plans to enlarge its production facilities.,这家公司计划扩大其生产设施。,扩大
004666,enlarge,2,You can enlarge the photo by clicking on it.,你可以点击这张照片来放大它。,放大
004666,enlarge,3,She wants to enlarge her vocabulary by reading more books.,她想通过读更多的书来扩充她的词汇量。,扩充
004667,enlargement,1,The enlargement of the company\'s factory is expected to be completed next month.,公司工厂的扩建预计下个月完成。,扩建；扩大
004667,enlargement,2,The doctor recommended an enlargement of the dosage for better results.,医生建议加大剂量以获得更好的效果。,加大；增加
