id,word,pos,uk,us,meaning,file
005183,fate,n.,feɪt,fet,"n.天数,命运,运气vt.注定,送命",C:\GTT\EnglishDB\Words\f\fate.md
005184,fateful,adj.,\'feɪtfʊl; -f(ə)l,\'fetfl,"adj.宿命的,重大的,决定性的,致命性的,预言性的",C:\GTT\EnglishDB\Words\f\fateful.md
005185,father,n.,\'fɑːðə,\'fɑðɚ,"n.父亲,岳父,公(丈夫的父亲),祖先,前辈,长辈,神父,创始者vt.当\...的父亲,保护,创立,治理,发明,培养",C:\GTT\EnglishDB\Words\f\father.md
005186,fatherhood,n.,\'fɑːðəhʊd,\'fɑðɚ\'hʊd,"n.父亲的身份,父性,父权",C:\GTT\EnglishDB\Words\f\fatherhood.md
005187,fathom,n.,\'fæð(ə)m,\'fæðəm,"n.长度单位(6英尺)vt.测量深度,看穿,彻底了解vi.测深,进行探索",C:\GTT\EnglishDB\Words\f\fathom.md
005188,fatigue,n.,fə\'tiːg,fə\'tig,"n.疲乏,疲劳,累活,[军]杂役vt.使疲劳,使心智衰弱vi.疲劳",C:\GTT\EnglishDB\Words\f\fatigue.md
005189,fatten,vi.,\'fæt(ə)n,\'fætn,"vi.长肥,(靠\...)发财,养肥vt.养肥,使肥沃,使充实,使肥胖",C:\GTT\EnglishDB\Words\f\fatten.md
005190,fatty,adj.,\'fætɪ,\'fæti,"adj.脂肪的,含脂肪的,脂肪状的,[医]脂肪过多n.胖子",C:\GTT\EnglishDB\Words\f\fatty.md
005191,faucet,n.,\'fɔːsɪt,\'fɔsɪt,"n.龙头,旋塞,(连接管子的)插口",C:\GTT\EnglishDB\Words\f\faucet.md
005192,fault,n.,fɔːlt; fɒlt,fɔlt,"n.过错,缺点,故障,毛病vt.挑剔vi.弄错",C:\GTT\EnglishDB\Words\f\fault.md
005193,faulty,adj.,\'fɔːltɪ; \'fɒltɪ,\'fɔlti,"adj.有过失的,有缺点的,不完美的,不完善的",C:\GTT\EnglishDB\Words\f\faulty.md
005194,fauna,n.,\'fɔːnə,\'fɔnə,"n.动物群,动物区系,动物志",C:\GTT\EnglishDB\Words\f\fauna.md
005195,favor,n.,ˈfeɪvə(r),ˈfevər,"n.好感,宠爱,关切,欢心,好意,喜爱vt.支持,赞成,照顾,促成,象,喜欢,证实,赐予",C:\GTT\EnglishDB\Words\f\favor.md
005196,favorable,adj.,\'feɪvərəbl,\'fevərəbl,"adj.赞成的,有利的,赞许的,良好的,讨人喜欢的,起促进作用的",C:\GTT\EnglishDB\Words\f\favorable.md
005197,favorably,adv.,\'feɪvərəblɪ,\'feɪvərəblɪ,"adv.顺利地,好意地,亲切地",C:\GTT\EnglishDB\Words\f\favorably.md
005198,favored,adj.,feɪvəd,\'fevɚd,"adj.受到优待的,有天赋的,受优惠的,有利的,受惠的,幸运的",C:\GTT\EnglishDB\Words\f\favored.md
005199,favorite,n.,\'feɪvərɪt,\'fevərɪt,"n.特别喜欢的人(或物),喜欢的事物,亲信,心腹,幸运儿adj.喜爱的,宠爱的,中意的",C:\GTT\EnglishDB\Words\f\favorite.md
005200,favoritism,n.,\'feɪvərɪtɪzəm,\'feɪvərɪtˌɪzəm,"n.偏爱,得宠,偏袒",C:\GTT\EnglishDB\Words\f\favoritism.md
005201,fawn,n.,fɔːn,fɔn,"n.(未满一岁的)小鹿,小山羊,小动物,鹿毛色,浅黄褐色vi.奉承,讨好v.生(小山羊或小动物)adj.浅黄褐色",C:\GTT\EnglishDB\Words\f\fawn.md
005202,fax,n.,fæks,fæks,n.vt.传真 /n.传真/调制解调器,C:\GTT\EnglishDB\Words\f\fax.md
005203,fear,n.,fɪə,fɪr,"n.恐怖,害怕,担心,敬畏v.害怕,畏惧,为\...担心,敬畏(神等)",C:\GTT\EnglishDB\Words\f\fear.md
005204,fearful,adj.,\'fɪəfʊl; -f(ə)l,\'fɪrfəl,"adj.可怕的,吓人的,恐怕的,严重的",C:\GTT\EnglishDB\Words\f\fearful.md
005205,fearless,adj.,\'fɪəlɪs,\'fɪrləs,"adj.不怕的,大胆的,勇敢的,无畏的",C:\GTT\EnglishDB\Words\f\fearless.md
005206,fearsome,adj.,\'fɪəs(ə)m,\'fɪrsəm,adj.可怕的,C:\GTT\EnglishDB\Words\f\fearsome.md
005207,feasibility,n.,fiːzɪ\'bɪlɪtɪ,",fizə\'bɪləti","n.可行性,可能性",C:\GTT\EnglishDB\Words\f\feasibility.md
005208,feasible,adj.,\'fiːzɪb(ə)l,\'fizəbl,"adj.可行的,切实可行的",C:\GTT\EnglishDB\Words\f\feasible.md
005209,feast,n.,fiːst,fist,"n.节日,盛宴,筵席,宴会,酒席vt.盛宴,款待,享乐,请客vi.参加宴会,享受",C:\GTT\EnglishDB\Words\f\feast.md
005210,feat,n.,fiːt,fit,"n.技艺,功绩,武艺,壮举,技艺表演adj.漂亮的,合适的",C:\GTT\EnglishDB\Words\f\feat.md
005211,feather,n.,\'feðə,\'fɛðɚ,"n.翎毛,轻的东西,羽毛vi.长羽毛vt.用羽毛装饰,射掉(飞禽)的羽毛",C:\GTT\EnglishDB\Words\f\feather.md
005212,feathered,adj.,\'feðəd,\'fɛðɚd,"adj.有羽毛的,像鸟般飞得快的",C:\GTT\EnglishDB\Words\f\feathered.md
005213,feathery,adj.,\'feð(ə)rɪ,\'fɛðəri,"adj.生有羽毛的,柔软如羽毛的",C:\GTT\EnglishDB\Words\f\feathery.md
005214,feature,n.,ˈfiːtʃə(r),ˈfitʃər,"n.面貌的一部分(眼,口,鼻等)特征,容貌,特色,特写vt.是\...的特色,特写,放映vi.起重要作用",C:\GTT\EnglishDB\Words\f\feature.md
005215,featured,adj.,\'fiːtʃəd,\'fitʃɚd,"adj.有\...的面貌特征的,作为号召物的",C:\GTT\EnglishDB\Words\f\featured.md
005216,fecal,adj.,\'fiːkəl,\'fikəl,"adj.排泄物的,渣滓的,糟粕的",C:\GTT\EnglishDB\Words\f\fecal.md
005217,feces,n.,\'fiːsiːz,\'fisiz,"n.pl.粪,屎,渣滓",C:\GTT\EnglishDB\Words\f\feces.md
005218,fed,,fed,fed,一种显示技术,C:\GTT\EnglishDB\Words\f\fed.md
005219,federal,adj.,\'fed(ə)r(ə)l,\'fɛdərəl,"adj.联邦的,联合的,联邦制的,同盟的n.(南北战争时期)北部联邦同盟盟员 北京连邦软件产业发展公司,国内主要的正版软件经销商",C:\GTT\EnglishDB\Words\f\federal.md
005220,federalism,n.,\'fedərəlɪz(ə)m,"\'fɛdərəl,ɪzəm","n.联邦政治,联邦制度",C:\GTT\EnglishDB\Words\f\federalism.md
005221,federally,adv.,,,"adv.同盟地,联邦地,联邦政府地,在联邦政府一级",C:\GTT\EnglishDB\Words\f\federally.md
005222,federation,n.,fedə\'reɪʃ(ə)n,\'fɛdə\'reʃən,"n.同盟,联邦,联合,联盟",C:\GTT\EnglishDB\Words\f\federation.md
005223,fee,n.,fiː,fi,"n.费(会费、学费等),酬金",C:\GTT\EnglishDB\Words\f\fee.md
005224,feeble,adj.,\'fiːb(ə)l,\'fibl,"adj.虚弱的,衰弱的,无力的,微弱的,薄弱的",C:\GTT\EnglishDB\Words\f\feeble.md
005225,feed,n.,fiːd,fid,"n.饲养,饲料,(动物或婴儿的)一餐vt.喂养,饲养,放牧,靠\...为生vi.吃东西,流入",C:\GTT\EnglishDB\Words\f\feed.md
005226,feedback,n.,\'fiːdbæk,\'fidbæk,"n.[无]回授,反馈,反应",C:\GTT\EnglishDB\Words\f\feedback.md
005227,feeder,n.,\'fiːdə,\'fidɚ,"n.饲养员,奶瓶,进料器,馈电线,支流",C:\GTT\EnglishDB\Words\f\feeder.md
005228,feeding,n.,\'fiːdɪŋ,\'fidɪŋ,"n.给食,喂,饲养,吃,输送adj.给食的,饲用的,逐渐强烈的,供给饲料的,摄取食物的",C:\GTT\EnglishDB\Words\f\feeding.md
005229,feel,vt.,fiːl,fil,"vt.摸,触,试探,感觉,觉得,触摸,以为vi.有知觉,(人)有某种感觉,摸索,同情n.感觉,觉得,触摸",C:\GTT\EnglishDB\Words\f\feel.md
005230,feeling,n.,\'fiːlɪŋ,\'filɪŋ,"n.触觉,知觉,感觉,情绪,同情adj.富于感情的,富于同情心的,衷心的,有同情心的,有感觉的,仁慈的",C:\GTT\EnglishDB\Words\f\feeling.md
005231,feign,vt.,feɪn,fen,"vt.假装,装作,捏造,\<古>想象vi.作假",C:\GTT\EnglishDB\Words\f\feign.md
005232,feisty,adj.,ˈfaɪsti,ˈfaɪsti,"adj.易怒的,活跃的",C:\GTT\EnglishDB\Words\f\feisty.md
005233,fell,vbl.,fel,fɛl,"vbl.fall 的过去式vt.击倒,打倒(疾病等),致于\...死地,砍伐n.一季所伐的木材,兽皮,羊毛adj.凶猛的,可怕的",C:\GTT\EnglishDB\Words\f\fell.md
005234,fella,n.,\'felə,\'felər,"n.\<俚>伙伴,伙计,小伙子",C:\GTT\EnglishDB\Words\f\fella.md
005235,fellow,n.,\'feləʊ,\'fɛlo,"n.人,家伙,伙伴,学会特别会员,朋友,同事adj.同伴的,同事的,同道的",C:\GTT\EnglishDB\Words\f\fellow.md
005236,fellowship,n.,\'felə(ʊ)ʃɪp,\'fɛloʃɪp,"n.伙伴关系,交情,团体,奖学金,友谊",C:\GTT\EnglishDB\Words\f\fellowship.md
005237,felon,n.,\'felən,\'fɛlən,"n.重罪人,蛇头,瘭疽adj.\<古>凶恶的,邪恶的,残忍的",C:\GTT\EnglishDB\Words\f\felon.md
005238,felony,n.,\'felənɪ,\'fɛləni,n.[律]重罪,C:\GTT\EnglishDB\Words\f\felony.md
005239,felt,n.,felt,fɛlt,"n.毡,毡制品,(造纸用的)毛布vt.把\...制成毡,使粘结vi.粘结 vbl.feel的过去式和过去分词",C:\GTT\EnglishDB\Words\f\felt.md
005240,female,n.,\'fiːmeɪl,\'fimel,"n.女性,女人,雌兽adj.女性的,女子的,妇女的,雌的,柔弱的,(声,色)柔和的",C:\GTT\EnglishDB\Words\f\female.md
005241,feminine,adj.,\'femɪnɪn,\'fɛmənɪn,"adj.妇女(似)的,娇柔的,阴性的,女性的",C:\GTT\EnglishDB\Words\f\feminine.md
005242,femininity,n.,",femɪ\'nɪnɪtɪ",\'fɛmə\'nɪnəti,"n.妇女特质,柔弱性,温柔",C:\GTT\EnglishDB\Words\f\femininity.md
005243,feminism,n.,\'femɪnɪz(ə)m,\'fɛmənɪzəm,n.女权运动,C:\GTT\EnglishDB\Words\f\feminism.md
005244,feminist,n.,\'femənɪst,\'fɛmənɪst,"n.男女平等主义者,女权扩张论者",C:\GTT\EnglishDB\Words\f\feminist.md
005245,femur,n.,\'fiːmə,\'fimɚ,"n.[解]大腿骨,腿节,[动](昆虫的)腿节,股节",C:\GTT\EnglishDB\Words\f\femur.md
005246,fence,n.,fens,fɛns,"n.栅栏,围墙,剑术vt.用篱笆围住,练习剑术,防护vi.击剑,围以栅栏,跳过栅栏,搪塞",C:\GTT\EnglishDB\Words\f\fence.md
005247,fencing,n.,\'fensɪŋ,\'fɛnsɪŋ,"n.栅栏,篱笆,围墙,剑术,辩论,买卖",C:\GTT\EnglishDB\Words\f\fencing.md
005248,fend,vt.,fend,fend,"vt.保护,谋生,供养,挡开vi.\<英>努力,力争,供养,照料",C:\GTT\EnglishDB\Words\f\fend.md
005249,fender,n.,\'fendə,\'fɛndɚ,"n.防卫物,挡泥板",C:\GTT\EnglishDB\Words\f\fender.md
005250,fennel,n.,\'fen(ə)l,\'fɛnl,n.[植]茴香,C:\GTT\EnglishDB\Words\f\fennel.md
005251,feral,adj.,ˈferəl,ˈferəl,"adj.野生的,未驯服的,凶猛的,野兽的",C:\GTT\EnglishDB\Words\f\feral.md
005252,ferment,n.,fə\'ment,fɚ\'mɛnt,"n.酵素,发酵,动乱v.(使)发酵,(使)激动,(使)动乱",C:\GTT\EnglishDB\Words\f\ferment.md
005253,fern,n.,fɜːn,fɝn,n.[植]蕨类植物,C:\GTT\EnglishDB\Words\f\fern.md
005254,ferocious,adj.,fə\'rəʊʃəs,fə\'roʃəs,"adj.凶恶的,残忍的,凶猛的,\<口>十分强烈的,极度的",C:\GTT\EnglishDB\Words\f\ferocious.md
005255,ferocity,n.,fə\'rɒsɪtɪ,fə\'rɑsəti,"n.凶猛,残忍,暴行",C:\GTT\EnglishDB\Words\f\ferocity.md
005256,ferry,n.,\'ferɪ,\'fɛri,"n.摆渡,渡船,渡口vt.渡运,(乘渡船)渡过,运送vi.摆渡,(船)来往行驶",C:\GTT\EnglishDB\Words\f\ferry.md
005257,fertile,adj.,\'fɜːtaɪl,,"adj.肥沃的,富饶的,能繁殖的",C:\GTT\EnglishDB\Words\f\fertile.md
005258,fertility,n.,fə\'tɪlɪtɪ; fɜː\'tɪlɪtɪ,fɚ\'tɪləti,"n.肥沃,丰产,多产,人口生产,生产力",C:\GTT\EnglishDB\Words\f\fertility.md
005259,fertilization,n.,",fɜːtɪlaɪ\'zeɪʃ(ə)n",",fɝtlə\'zeʃən","n.肥沃,施肥,授精",C:\GTT\EnglishDB\Words\f\fertilization.md
005260,fertilize,vt.,\'fɜːtɪlaɪz,\'fɝtəlaɪz,"vt.施肥,使丰饶,使受精,使肥沃,使多产",C:\GTT\EnglishDB\Words\f\fertilize.md
005261,fertilizer,n.,\'fɜːtɪlaɪzə,\'fɝtəlaɪzɚ,"n.肥料(尤指化学肥料),[动]受精媒介物",C:\GTT\EnglishDB\Words\f\fertilizer.md
005262,fervent,adj.,\'fɜːv(ə)nt,\'fɝvənt,adj.炽热的,C:\GTT\EnglishDB\Words\f\fervent.md
005263,fervently,adv.,\'fɜːvəntli,\'fɜːvəntli,"adv.热心地,热诚地",C:\GTT\EnglishDB\Words\f\fervently.md
005264,fervor,n.,ˌfɜːvə,ˌfɜːvə,"n.热情,热烈,炽热",C:\GTT\EnglishDB\Words\f\fervor.md
005265,festival,n.,ˈfestəvl,ˈfɛstəvl,"n.节日,喜庆日,音乐节,戏剧节,喜庆,欢宴,欢乐adj.节日的,快乐的",C:\GTT\EnglishDB\Words\f\festival.md
005266,festive,adj.,\'festɪv,\'fɛstɪv,"adj.庆祝的,喜庆的,欢乐的,节日似",C:\GTT\EnglishDB\Words\f\festive.md
005267,festivity,n.,fe\'stɪvɪtɪ,fɛ\'stɪvəti,"n.欢宴,欢庆",C:\GTT\EnglishDB\Words\f\festivity.md
005268,festoon,n.,fe\'stuːn,fɛ\'stʊn,"n.花彩vt.结彩于,使成为花彩形",C:\GTT\EnglishDB\Words\f\festoon.md
005269,fetal,adj.,\'fiːt(ə)l,\'fitl,"adj.胎儿的,胎的",C:\GTT\EnglishDB\Words\f\fetal.md
005270,fetch,vt.,fetʃ,fɛtʃ,"vt.接来,取来,带来,售得,引出,吸引,到达,演绎出vi.取物,绕道而行n.取得,拿,诡计,魂",C:\GTT\EnglishDB\Words\f\fetch.md
005271,fetish,n.,\'fetɪʃ,\'fɛtɪʃ,"n.物神,迷信,偶像",C:\GTT\EnglishDB\Words\f\fetish.md
005272,fetus,n.,\'fiːtəs,\'fitəs,n.胎儿,C:\GTT\EnglishDB\Words\f\fetus.md
005273,feud,n.,fjuːd,fjʊd,"n.不和,(部落或家族间的)世仇,封地,争执vi.长期不和,长期争斗",C:\GTT\EnglishDB\Words\f\feud.md
005274,feudal,adj.,\'fjuːd(ə)l,\'fjudl,"adj.世仇的,封建制度的,封地的,领地的",C:\GTT\EnglishDB\Words\f\feudal.md
005275,fever,n.,\'fiːvə,\'fivɚ,"n.发烧,发热,热病,狂热,高度兴奋v.(使)发烧,(使)患热病,(使)狂热",C:\GTT\EnglishDB\Words\f\fever.md
005276,feverish,adj.,\'fiːv(ə)rɪʃ,\'fivərɪʃ,"adj.发烧的,热病的,狂热,兴奋的",C:\GTT\EnglishDB\Words\f\feverish.md
005277,feverishly,adv.,\'fiːvərɪʃli,\'fiːvərɪʃli,adv.兴奋地,C:\GTT\EnglishDB\Words\f\feverishly.md
005278,few,adj.,fjuː,fju,"adj.很少的,不多的,少数的n.[表示否定]很少数,几乎没有",C:\GTT\EnglishDB\Words\f\few.md
005279,fewer,int.,\'fjuːə,\'fjʊɚ,int.较少数adj.较少的,C:\GTT\EnglishDB\Words\f\fewer.md
005280,fiance,n.,fɪˈɒnseɪ; fɪˈɑːnseɪ,,n.\<法>未婚夫,C:\GTT\EnglishDB\Words\f\fiance.md
005281,fiasco,n.,fɪ\'æskəʊ,fɪ\'æsko,"n.惨败,大失败,可耻的下场",C:\GTT\EnglishDB\Words\f\fiasco.md
005282,fiat,n.,\'fiːæt; \'faɪæt,,"n.命令,法令,许可,批准",C:\GTT\EnglishDB\Words\f\fiat.md
005283,fiber,n.,faɪbə,ˈfaɪbər,n.=fibre 光纤,C:\GTT\EnglishDB\Words\f\fiber.md
005284,fiberglass,n.,ˈfaɪbəglɑːs,ˈfaɪbərˌglæs,"n.玻璃纤维,玻璃丝",C:\GTT\EnglishDB\Words\f\fiberglass.md
005285,fibrosis,n.,faɪ\'brəʊsɪs,faɪ\'brosɪs,"n.[生]纤维症,纤维化",C:\GTT\EnglishDB\Words\f\fibrosis.md
005286,fibrous,adj.,\'faɪbrəs,\'faɪbrəs,"adj.含纤维的,纤维性的",C:\GTT\EnglishDB\Words\f\fibrous.md
005287,fickle,adj.,\'fɪk(ə)l,\'fɪkl,"adj.(在感情等方面)变幻无常的,浮躁的,薄情的",C:\GTT\EnglishDB\Words\f\fickle.md
005288,fiction,n.,\'fɪkʃ(ə)n,\'fɪkʃən,"n.虚构,编造,小说",C:\GTT\EnglishDB\Words\f\fiction.md
005289,fictional,adj.,ˈfɪkʃənl,ˈfɪkʃənl,"adj.虚构的,小说式的,编造的",C:\GTT\EnglishDB\Words\f\fictional.md
005290,fictitious,adj.,fɪk\'tɪʃəs,fɪk\'tɪʃəs,"adj.假想的,编造的,虚伪的,习惯上假定的,假想的,假装的,小说中的",C:\GTT\EnglishDB\Words\f\fictitious.md
005291,fiddle,n.,\'fɪd(ə)l,\'fɪdl,"n.小提琴,无意识而不停地拨弄vt.虚度时光,拉小提琴vi.拉小提琴,瞎搞",C:\GTT\EnglishDB\Words\f\fiddle.md
005292,fidelity,n.,fɪ\'delɪtɪ,fɪ\'dɛləti,"n.忠实,诚实,忠诚,保真度,(收音机,录音设备等的)逼真度,保真度,重现精度",C:\GTT\EnglishDB\Words\f\fidelity.md
005293,fidget,vi.,\'fɪdʒɪt,\'fɪdʒɪt,"vi.坐立不安,烦躁,慌张,(不安地或心不在焉地)弄,玩弄 vt.使烦乱,使不安n.坐立不安,烦躁,不安定",C:\GTT\EnglishDB\Words\f\fidget.md
005294,field,n.,fiːld,fild,"n.原野,旷野,领域,(一块)田地,牧场,域,战场,运动场vt.把(谷物等)暴晒于场上,使上场vi.担任场外队员adj.田间的,野生的,野外的,田赛的 扫描场",C:\GTT\EnglishDB\Words\f\field.md
005295,fielder,n.,\'fiːldə,\'fildɚ,"n.外野手,接球者",C:\GTT\EnglishDB\Words\f\fielder.md
005296,fieldwork,n.,\'fiːldwɜːk,\'fild\'wɝk,"n.野战工事,野外工作,实地调查,现场工作",C:\GTT\EnglishDB\Words\f\fieldwork.md
005297,fierce,adj.,fɪəs,fɪrs,"adj.凶猛的,猛烈的,热烈的,暴躁的\<美>极讨厌的,难受的,\<英方>精力旺盛的",C:\GTT\EnglishDB\Words\f\fierce.md
005298,fiercely,adv.,\'fɪə(r)sli,\'fɪrsli,"adv.猛烈地,厉害地",C:\GTT\EnglishDB\Words\f\fiercely.md
005299,fiery,adj.,\'faɪərɪ,\'faɪəri,"adj.火的,火焰的,炽热的,热烈的,暴躁的,[眼]炯炯有神的",C:\GTT\EnglishDB\Words\f\fiery.md
005300,fiesta,n.,fɪ\'estə,fɪ\'ɛstə,"n.\<西>节日(特指在西班牙和拉丁美洲以游行和舞蹈来庆祝的节日),祭典,圣日,假日",C:\GTT\EnglishDB\Words\f\fiesta.md
005301,fifteen,adj.,fɪf\'tiːn; \'fɪftiːn,",fɪf\'tin",adj.十五,C:\GTT\EnglishDB\Words\f\fifteen.md
005302,fifteenth,adj.,fɪf\'tiːnθ,\'fɪf\'tinθ,adj.第十五的,C:\GTT\EnglishDB\Words\f\fifteenth.md
005303,fifth,adj.,fɪfθ,fɪfθ,adj.第五的,C:\GTT\EnglishDB\Words\f\fifth.md
005304,fifty,adj.,\'fɪftɪ,\'fɪfti,adj.五十,C:\GTT\EnglishDB\Words\f\fifty.md
005305,fig,n.,fɪg,fɪɡ,"n.[植]无花果,无花果树,无价值的东西,少许,一些,服装vt.打扮,使马跑快",C:\GTT\EnglishDB\Words\f\fig.md
005306,fight,n.,faɪt,faɪt,"n.打架,战斗,斗志vi.打仗,搏斗,对抗,打架vt.与\...打仗,指挥战斗,反对\...提案",C:\GTT\EnglishDB\Words\f\fight.md
005307,fighter,n.,\'faɪtə,\'faɪtɚ,"n.斗士,战士,斗争者,奋斗者,好战者",C:\GTT\EnglishDB\Words\f\fighter.md
005308,fighting,adj.,\'faɪtɪŋ,\'faɪtɪŋ,"adj.好战的,战斗的",C:\GTT\EnglishDB\Words\f\fighting.md
005309,figurative,adj.,\'fɪg(ə)rətɪv; -gjʊ-,\'fɪgərətɪv,"adj.比喻的,修饰丰富的,形容多的",C:\GTT\EnglishDB\Words\f\figurative.md
005310,figuratively,adv.,\'fɪɡərətɪvli,\'fɪɡjərətɪvli,"adv.比喻地,象征性地",C:\GTT\EnglishDB\Words\f\figuratively.md
005311,figurine,n.,\'fɪgəriːn; -gjʊ-,",fɪɡjə\'rin",n.小雕像,C:\GTT\EnglishDB\Words\f\figurine.md
005312,filament,n.,\'fɪləm(ə)nt,\'fɪləmənt,"n.细丝,灯丝",C:\GTT\EnglishDB\Words\f\filament.md
005313,file,n.,faɪl,faɪl,"n.文件,档案,文件夹,卷宗,锉刀vt.把\...归档,提出(申请等),锉,琢磨vi.列队行进,用锉刀锉",C:\GTT\EnglishDB\Words\f\file.md
005314,filet,n.,\'fiːleɪ; \'fɪlɪt,,"n.肉片,鱼片",C:\GTT\EnglishDB\Words\f\filet.md
005315,filibuster,n.,\'fɪlɪbʌstə,\'fɪlə\'bʌstɚ,"n.掠夺兵,暴兵,海盗vi.掠夺,阻饶议事vt.阻碍议案通过",C:\GTT\EnglishDB\Words\f\filibuster.md
005316,filing,n.,\'faɪlɪŋ,\'faɪlɪŋ,"n.整理成档案,文件归档,锉",C:\GTT\EnglishDB\Words\f\filing.md
005317,fill,vt.,fɪl,fɪl,"vt.装满,注满,充满,填充,弥漫,供应,供给,满足vi.充满n.满足,饱,充分,填方v.填充",C:\GTT\EnglishDB\Words\f\fill.md
005318,filler,n.,\'fɪlə,\'fɪlɚ,"n.装填者,补白,装填物,活页纸,漏斗",C:\GTT\EnglishDB\Words\f\filler.md
005319,fillet,n.,\'fɪlɪt,\'fɪlɪt,"n.头带,带子,肉片,鱼片vt.用带缚,把(鱼,肉)切成片",C:\GTT\EnglishDB\Words\f\fillet.md
005320,filling,n.,\'fɪlɪŋ,\'fɪlɪŋ,"n.填补物,饼馅,纬纱,填充,供应",C:\GTT\EnglishDB\Words\f\filling.md
005321,film,n.,fɪlm,fɪlm,"n.薄膜,膜层,胶卷,影片,薄雾,轻烟,电影vt.在\...上覆以薄膜,拍成电影vi.生薄膜,变成朦胧,拍电影",C:\GTT\EnglishDB\Words\f\film.md
005322,filmmaker,n.,ˈfɪlmˌmeɪkə,ˈfɪlˌmeɪkər,n.电影摄制者,C:\GTT\EnglishDB\Words\f\filmmaker.md
005323,filter,n.,\'fɪltə,\'fɪltɚ,"n.滤波器,过滤器,滤光器,筛选vt.过滤,渗透,用过滤法除去vi.滤过,渗入,(消息等)走漏,慢慢传开",C:\GTT\EnglishDB\Words\f\filter.md
005324,filth,n.,fɪlθ,fɪlθ,"n.污秽,污物,不洁,猥亵",C:\GTT\EnglishDB\Words\f\filth.md
005325,filthy,adj.,\'fɪlθɪ,\'fɪlθi,"adj.不洁的,污秽的,丑恶的",C:\GTT\EnglishDB\Words\f\filthy.md
005326,filtration,n.,fɪl\'treɪʃn,fɪl\'treʃən,"n.过滤,筛选",C:\GTT\EnglishDB\Words\f\filtration.md
005327,fin,n.,fɪn,fɪn,"n.鳍,鱼翅,鳍状物,五元纸币vi.猛挥鳍,露鳍于水面的vt.装上翅,切除鳍",C:\GTT\EnglishDB\Words\f\fin.md
005328,final,n.,\'faɪn(ə)l,\'faɪnl,"n.结局,决赛,期末考试,\<口>报纸(在一天中)最晚版adj.最后的,最终的,决定性的",C:\GTT\EnglishDB\Words\f\final.md
005329,finale,n.,fɪ\'nɑːlɪ; -leɪ,fɪ\'næli,"n.(戏剧的)最后一场,结局,终了,最后的一个乐章,终曲",C:\GTT\EnglishDB\Words\f\finale.md
005330,finalist,n.,\'faɪn(ə)lɪst,\'faɪnəlɪst,n.参加决赛的选手,C:\GTT\EnglishDB\Words\f\finalist.md
005331,finality,n.,faɪ\'nælɪtɪ,faɪ\'næləti,"n.结尾,定局,终结,最后的事物,最后的言行",C:\GTT\EnglishDB\Words\f\finality.md
005332,finalize,v.,\'faɪn(ə)laɪz,\'faɪnəlaɪz,"v.把(计划,稿件等)最后定下来,定案",C:\GTT\EnglishDB\Words\f\finalize.md
005333,finally,adv.,\'faɪnəlɪ,\'faɪnlɪ,"adv.最后,终于,不可更改地,决定性地",C:\GTT\EnglishDB\Words\f\finally.md
005334,finance,n.,\'faɪnæns; faɪ\'næns; fɪ-,\'faɪnæns,"n.财政,金融,财政学vt.供给\...经费,负担经费vi.筹措资金",C:\GTT\EnglishDB\Words\f\finance.md
005335,financial,adj.,faɪ\'nænʃ(ə)l; fɪ-,faɪˈnænʃəl;fəˈnæ-,"adj.财政的,金融的",C:\GTT\EnglishDB\Words\f\financial.md
005336,financially,adv.,faɪ\'nænʃəli,faɪ\'nænʃəli,"adv.财政上,金融上",C:\GTT\EnglishDB\Words\f\financially.md
005337,financier,n.,faɪ\'nænsɪə; fɪ-,",fɪnən\'sɪr","n.财政家,金融家vi.欺骗性地从事金融活动,欺骗,骗取",C:\GTT\EnglishDB\Words\f\financier.md
005338,financing,n.,fɪ\'nænsɪŋ,fɪ\'nænsɪŋ,"n.筹措资金,理财,筹集资金,融资,财务,资金",C:\GTT\EnglishDB\Words\f\financing.md
005339,find,vt.,faɪnd,faɪnd,"vt.找到,发现,感到,查明,得到,认为,见到\...的存在vi.裁决n.发现 [计] 在文件中查找指定的字符串",C:\GTT\EnglishDB\Words\f\find.md
005340,finder,adj.,\'faɪndə,\'faɪndɚ,"adj.发现者,探测器,测高仪,寻星镜",C:\GTT\EnglishDB\Words\f\finder.md
005341,finding,n.,\'faɪndɪŋ,\'faɪndɪŋ,"n.发现,发现物,决定,[律]裁决",C:\GTT\EnglishDB\Words\f\finding.md
005342,fine,adj.,faɪn,faɪn,"adj.美好的,优良的,杰出的,精美的,杰出的,细,纤细,纯粹n.罚款,罚金,晴天,精细vt.罚款,精炼,澄清vi.变清,变细adv.\<口>很好,妙,[常用于构成复合词]细微地,精巧地",C:\GTT\EnglishDB\Words\f\fine.md
005343,finely,adv.,\'faɪnlɪ,\'faɪnli,"adv.细微地,美好地",C:\GTT\EnglishDB\Words\f\finely.md
005344,finesse,n.,fɪ\'nes,fɪ\'nɛs,"n.手腕,精密技巧,灵巧,策略,手段v.用计谋处理,出小牌,用巧计实现",C:\GTT\EnglishDB\Words\f\finesse.md
005345,finger,n.,\'fɪŋgə,\'fɪŋɡɚ,"n.手指(尤指大拇指以外的手指),指状物,指针,查找器(查找因特网用户的程序)v.用手指拨弄,伸出",C:\GTT\EnglishDB\Words\f\finger.md
005346,fingernail,n.,\'fɪŋgəneɪl,\'fɪŋɡɚnel,n.手指甲,C:\GTT\EnglishDB\Words\f\fingernail.md
